resource_state,athlete,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,id,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,map,trainer,commute,manual,private,visibility,flagged,gear_id,start_latlng,end_latlng,average_speed,max_speed,average_cadence,has_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,upload_id,upload_id_str,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,workout_type,average_watts,kilojoules,device_watts,average_heartrate,max_heartrate
2,"{'id': 46244945, 'resource_state': 1}",Afternoon Walk,1777.1,1821,3581,31.9,Walk,Walk,9674016735,2023-08-18T15:52:27Z,2023-08-18T17:52:27Z,(GMT+01:00) Europe/Rome,7200.0,,,,0,0,0,1,0,"{'id': 'a9674016735', 'summary_polyline': 'apnvG}npi@AEGA?CEB?EGGABKFVj@@@@ACD?JKA?DAEAHAE@EBA?I@?EIBC@@EED_@C@JEALCFE?AC?DECMBCAMUGO?KOe@?QEMAQGK?MKME@GHGBY?[^IDICGGK?FE@MADG?@D?AABAC@BCCAD?EDRB?CBAK@HBCA@@GE@@HCA?GBABJAD@?@CEC@CADCA?DAG@CB?@A@BB?L?HKD?@CFFA@CCB@FIDAHKHCDELGVCD?|AwA?BJYSRTICBEALAAPFHAB@AIOEBEJC@XK[BB@DSFI@BE@KCB?@KEFEB?EAD?DDBD@FABIHA@I?DDGDAC?@?@CGB?CCBFQ@RMCQPASBA@ALB@AGA@ICCOEC@CC@NABACL`@@HDBKDA@@?C@?BJ@B\\?UDQ?R@?CCC@?HBMC?@BEIBEGAEBK@AFD@E@BCE@DAADEBBELE?E?fETTSyACBD@HGF?BC?OB?CMKKCWD@HECE@KAEA?B??GEEADDEEBGA?CE@ACBD@EA?BABGEh@?AKHGEKJS@WTYJO@KDG?C@IAQ@KH]H?BMKMCE@GF_@SK?EJ@SEAG@CCGJIBCASHc@CAAMCEFCLIL?DCBCEBA?QCEEA?AHP@IABAA?BD@G@CE', 'resource_state': 2}",False,False,False,False,everyone,False,,"[45.79089333, 6.970875]","[45.79317667, 6.97148667]",0.976,7.408,52.9,True,False,True,1221.4,1198.8,10371802643.0,10371802643,2023-08-18_18-05-11_6040ac4b-9b5d-4c72-b0a6-463de7894c3d.tcx,False,0,0,False,,,,,96.3,121.0
2,"{'id': 46244945, 'resource_state': 1}",TMB 4,17785.6,18597,30077,697.7,Walk,Walk,9674281212,2023-08-18T06:46:20Z,2023-08-18T08:46:20Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,0,0,1,0,"{'id': 'a9674281212', 'summary_polyline': 'q~cvGg}jh@[o@LUKUx@gB`@IGFZP`@hAf@HEiAfCx@]a@]oBw@}@GcAoBqDxGn@n@M}CkCYq@n@\\nBIhAVOa@?KZFa@c@RSyAc@nAk@qAS}@gA{@qDa@o@m@FaAaAm@FWa@eBs@c@aAc@g@gCgAOODYe@QiA_B@oBoA}CFeAq@yAQeBs@z@cBKGXc@PB@A[LH_@a@iAYaAsB?gA]gBs@kD]OFeAL?{BaBy@kA[PY}@iAK?t@gAn@_@vBmAdA_Cx@[j@yA]@VmA{ASoDg@oCOk@UAHSa@}@y@cFkAcC]uBkAeDgAqAeAgCk@gF{@{BS{AOGm@{CAoAiA}EsDeJUcBiAwBkAsEZd@o@?j@Mj@wABf@UZmAh@?C`@Qh@mBj@l@S?CCKu@Lw@v@WJw@QqBy@}CA_Ai@sAWqCSuDj@y@ScDWmBgAcEu@oAFMg@gB]QLk@ZQS{@KDXKcAf@r@_@a@JLg@XJFJm@m@TyA_@s@LmB_@Mk@}@JHuAOISTQGMgB_Cm@IC_Ak@qAFuE?cCU_Bc@oAgAcCoBsDBa@cAoDJ@kBqCQiAy@m@Ss@yAyANHg@OFU{@oBK_AqBsCkB{Gm@kAaBgCsA{DLa@@`@uB}CsA{C}@m@kAmB}CgCeDmFiDmBsCwEs@Wq@Qk@{@aAESk@m@Ps@a@JDYhAk@Lr@bADTWPoBa@ExCPkAILLHIa@L@MCIP@c@^R?RJK_@oAFQhAz@l@_@_A{AtCeArAv@kAi@SW@MNEIV_AF\\wA\\qH\\_BeBxCuB`BcBo@{BCfCmBDe@gAN|A}A}@kGG{ATaASsCJeCKoAR_Ax@f@V_@eBqAYcBqByBKgBNcBa@eDe@{Ae@{Du@cCyFs\\qCyMmC{IaB}DKoBk@W^i@DeDQ{BeBmGJAIJTKgAQuAoAYiBJo@OQNOM{As@cCwCqFe@cBJa@u@mDwB}FUa@q@P[]BwCiAgFkAaDEq@h@iEAaC]kEeA}Ae@uBc@YQo@w@{@q@yELwEx@wE[cACsAR_@RyAs@wCCiCk@mA[eD[i@yAcIy@aCWoA_@{C}@_A_AcD_C}Dq@sCqAqDeAaB{Aw@dBE]BaAw@aAaAWiAp@BJ]iAs@aBeCFSw@y@oAwGmBeDeA}@eAi@g@aE', 'resource_state': 2}",False,False,False,False,everyone,False,,"[45.736892, 6.778602]","[45.785642, 6.900275]",0.956,5.133,52.0,True,False,True,2505.5,1669.5,10372081438.0,10372081438,8217837633488903.tcx,False,0,0,False,,,,,108.6,159.0
2,"{'id': 46244945, 'resource_state': 1}",TMB 3,13876.2,14107,23618,413.6,Walk,Walk,9674265503,2023-08-17T07:18:50Z,2023-08-17T09:18:50Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,0,0,1,0,"{'id': 'a9674265503', 'summary_polyline': 'caavGq{~g@Py@_@oA@aAMULUMKBm@Ow@|A{@^i@Fi@IBKq@Rq@\\IAq@N_@tA[KRBOQGDMM[Nw@XQn@}Av@a@h@kApAuAi@u@^[f@sBzAgAl@qBBkATa@GqA|@B|Aw@X{@f@fALeANN@[TGdAt@|B`@jBa@zATn@j@\\v@^s@f@n@D\\NUNNJ[`@ZFm@^ApADCbAPT@S?h@VMMtAh@[h@_AlA~@Ve@Ko@l@R^Sb@w@Hc@XBAi@x@SjAqBZKGC|@qAn@a@Z_A`@CjAuAxDqBfB\\r@cAt@]f@_Ad@YKA?X@QL@Tl@@t@lAaCZcDhA~BPe@tAm@`@IJ^XOPlBPYNj@Vg@BoAb@k@zAW`@g@vBQjCz@nAK`ARfBj@h@t@~@JbAfAb@pAhBbCICJv@MhAl@@xAp@pBNFOmA_BAc@jBGXLvAjCCqAaAmFUYc@gBbBtApAfBnAg@I@Vg@N_Bn@yAm@wD@aA`B[iAgALo@~@[u@]S]JSx@NXOiAeBVQbADgAiBr@KjA|@Tc@UQYu@RSeBQOKEc@LNRQUHXl@IRXQl@XRMEJv@k@FN?UE`AUIIPi@GcA}@YLF_@k@_BJGASa@mAkBaE?q@Nc@MKUf@YKs@}A_AwAaCwAyAkCKiBy@aB}AoAyAk@_@sA]uEDS_B}FSuBUi@WKaAaBuDaDQu@m@q@uBoEq@mBoBwBs@yAiDeCwAmEw@gAAk@cAw@Ym@SAs@iA}@[m@aA}AuADa@m@u@Ge@g@_@KqAXo@Qo@a@a@]mBwCeB{AeB}FwAgAgAHQCTHCKFFSQBNIGLg@gA{Ak@w@eAoCi@i@DQ^YKJe@KeBO]sDaFqBmBk@_@NRWALIa@c@Qo@eAo@u@yAJGwAcBy@eBeAa@q@eBYEy@gAo@_CPm@Co@]cAC_AWeAg@aAEu@yBqAi@k@SaAeEcCJIRqEcAH]`@yBh@y@c@_A@gAsAcAm@cBCk@VkCHW^cAXaEq@k@i@oA?c@b@u@c@UFWm@TBm@k@u@B[c@eAQqBaDgCsCOe@MyB?m@ZJIIQANGKa@sAwBiA{@_CuEkAc@_Ao@[_@cAwBO}@{CoEaDy@]q@gBmAKkAGP]Se@x@u@BgGiEA_@C^q@`@TW', 'resource_state': 2}",False,False,False,False,everyone,False,,"[45.721948, 6.716898]","[45.737235, 6.7791]",0.984,8.18,54.5,True,False,True,2435.3,1552.6,10372065737.0,10372065737,9467392330009010.tcx,False,0,0,False,,,,,111.2,166.0
2,"{'id': 46244945, 'resource_state': 1}",TMB 2,18152.0,21226,33118,1349.6,Walk,Walk,9674234453,2023-08-16T08:22:49Z,2023-08-16T10:22:49Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,0,0,1,0,"{'id': 'a9674234453', 'summary_polyline': 'swpvG{z_h@NAM@Ec@`@dAn@VCTLCKUNLMlBzCr@hAkGaCuAGcAzAi@hBmF`BEjAr@pAjEzKfLhDtBrA|AtA\\FZdFlDjBDpDvBpA`DbBzAt@zAn@NZfAnCtAn@~@bCzAj@BLZZU?r@DY~Cv@~AfB~@JhExBhCM\\h@lA@MZtAFdBs@JPQADQJQdBg@jC}DFq@zAqCvABC~A@{AbCwA@T\\QBZMYVKH\\f@Eh@l@lDp@xAlAASbBw@lDZHTc@|@LTOUBTLK?h@LYOCD[RMv@`@`@q@Ob@]RO]Zg@KXZA?`@?]DVNo@BHS\\Ti@AVKVISMh@\\qACp@FO}@dAn@qAHXa@`@P[EXq@Cv@MC[Jb@CQKFzBg@xB_BvADjD}BTq@Bh@f@o@t@PtAq@nEb@dB~@jE[rAdAdBFrCvBjCG~Cx@dDdBhEpDxMpCzDfB~AHX`@bAb@vDVj@XD^BUMDNRAUCVKGn@V~B[H_@`ABfFdDj@y@tBCf@eA~Ax@?IYWVTi@}@p@ZMXFh@IWTKm@OlEd@uBs@u@LdAxAq@uBD]j@He@Cq@v@b@C[@n@PaA@dAd@l@tARIB\\n@\\Lh@JrBt@zA`C~BpAQjB|@dBeA`@cA`Ai@Pm@x@MJs@rA[t@\\d@WGFBTAWRFh@o@vA@Ha@|@Qj@eA`B}@t@qALkA`AmCv@}@LTCi@d@aCpAoCbAqAvAe@tAmAQLAYN@CZNYC\\I_A|Aw@`A_E@}@`@g@ZyAHKS}BHy@Jl@xBfCrAh@j@BDd@fAdAl@hBpBC~AlAjBDdAb@^hA`AdAx@XfC`CfBp@|@nB^Il@h@r@pAj@\\QZB]NNH`@B^dAZBj@z@nAhAjDn@fAZC@`@OBLXR@@ZRB`BdCs@pA_Ap@t@`An@Kr@v@tBg@t@PF^fA`@T^MFdBpAhAVC]IHLm@UZTh@OqBb@\\e@d@HHfBgAh@aCz@}A~BwAbBp@tCp@hBe@nCMFkA`@w@FPN[J`@~@c@Lc@n@GN}@b@MA{@^]~A@MVF[zDSHcAZc@v@Wb@o@hAMnAeFp@wAhAe@f@_AzAi@BsAl@oBo@{Cc@[J{Bb@Xx@{B~AOzAyAtELpDcBAV`@KUP?FLOJf@MoBE`B', 'resource_state': 2}",False,False,False,False,everyone,False,,"[45.802347, 6.721903]","[45.722027, 6.717385]",0.855,16.02,50.0,True,False,True,2481.5,1177.2,10372031326.0,10372031326,9078477257356684.tcx,False,0,0,False,,,,,121.6,165.0
2,"{'id': 46244945, 'resource_state': 1}",TMB 1,25057.2,23793,38038,1153.9,Walk,Walk,9655143890,2023-08-15T07:31:36Z,2023-08-15T09:31:36Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,0,0,1,0,"{'id': 'a9655143890', 'summary_polyline': '{bbwGgwlh@nAuC~@~@X{AbCY_AD@z@X_@q@Yf@Aw@LpBq@_AIjANi@c@|AwGLkK_@yEf@_J}@oKYJYkCs@Q`Aw@j@hA_@MGn@x@bCRvFt@rCy@pGT~OoC~P{DlMuGNeAtC`BrBEnDh@Fe@jBD~EyA`IBnDrAbF]xD|BeJrBcCl@eCl@^rIh@Gr@_Dt@_@jGnCqBb@`Ag@p@j@Qu@fB|CPWpBlAz@a@dC~AbCBlB[lDvFcAv@p@q@AZZJGo@Bf@r@kAbAn@DlCxDBlDr@zAmDx@y@MFaAJdA^D{@?h@{@q@j@d@BtAwBsAtBUwAf@n@c@\\PtCWv@t@`@aAlC~@t@YpFVQ^`B}@`A^z@ObAr@xB|DjD`AlCvA~@dBVVtBU`A^nEx@nBlFn@zAfBOXdB~@z@QvAuCbCw@lD~@c@dBtF~@jFgBDaEa@Md@Hw@gAHi@jAtBnA\\xAvDp@{@PqGjBi@\\h@pAcBrAp@JdDjB|@lC~ExDoDX{BbBoBjAIdElDh@y@N{CxB~FzB^|B|BvF_A~AtJjB|Ae@jDb@lBdB~Ai@tAp@gAvAhChA@|AmCv@oKtASFx@Sk@F}@^RE_A|Ag@l@mA^Ta@MKlEf@l@@xCdBrKFnLx@v@{@jCDfM`@bCjBtC_AxHk@?F|FkB`GTMQ\\Fs@o@KhB~@`CxGlBbCtA`HRpEnBdH?fEk@tAKpDuArBNl@vQ_ClKb@fAtGtCv@Tt@tALzEgHpEElOmDpA{DrDw@^qAjADhAoGt@iAt@bGTtGCbECzCa@r@y@l@j@APnC`H~B^tCc@v@@~BfBxEFzDdBhEO`C}Bf@o@lAfA~Af@a@~CpC`Kz@bGjChBy@n@rE@cBnA{AtAOj@rAt@JxM_D~C`@pEkBjAuCvAfA`BYjBdApIqA`BhB~@gASWbAUbC`CDnA`BY]ESd@\\k@i@[rAt@xCk@bAl@|@gBxCOz@RBx@Hy@zB|ApDP`GeAdAkFFvBMkBSlLBuOn@tAhBoAzAFkHfBKp@`AtAc@lAwFbAMk@l@[g@r@Lq@d@tAFw@PVk@XWk@Kh@HA?s@nBrAz@SvGcCzGqEvHoAvE@lB|BQn@jE`BvCC`EsCbMBbByBhGrAtC~CxCB`ErDb@jA[G`Fx@jIvFpHhAjBtBvCp@sApD}CoAQsB', 'resource_state': 2}",False,False,False,False,everyone,False,,"[45.891182, 6.787882]","[45.80274, 6.722442]",1.053,10.26,53.9,True,False,True,1665.3,978.9,10351903679.0,10351903679,9665713305711023.tcx,False,0,0,False,,,,,120.3,190.0
2,"{'id': 46244945, 'resource_state': 1}",Night Walk,1990.1,1615,1748,3.2,Walk,Walk,9654884113,2023-08-12T23:32:11Z,2023-08-13T01:32:11Z,(GMT+01:00) Europe/Warsaw,7200.0,,,,0,0,0,1,0,"{'id': 'a9654884113', 'summary_polyline': '}ltbIwzjpBMBDEAOFo@AKBI@]Jm@?_@Li@H}@FWB[AUHk@?y@XeBEy@@MAi@Pi@DCDB@GCCAIGGCIKK@sAE[KQD?BI@oAAeAFM?SEYCs@Fm@?y@D_@A_AGuABa@Aa@@}@?]DICo@BYCa@Da@?wBCO@ODIAe@E_@Bq@Ce@@KBCDL?CIRGFADC?AODUAI@ANJDLJ@@ECCADAA?EVGDGBAHDFAHEPUF[EEAMFMEaA@c@BQA_@BCAIECES@IIW?G]u@@UIYGs@YaAGi@]}AAQCI@SEKAUo@oDIEGQBi@AIO[CUGGEMAOEGAYAEGAKWHIAOIw@Oi@?II]KS?OGOIEIS?OGa@KUUy@AO?OIKOo@S^C@IJK?AMQNCAUZ', 'resource_state': 2}",False,False,False,False,everyone,False,,"[53.03007, 18.57468833]","[53.03162833, 18.59309833]",1.232,5.32,55.3,True,False,True,67.4,64.0,10351633903.0,10351633903,2023-08-15_19-28-20_2cc0a99a-66bf-4f05-b47e-fa69690304ab.tcx,False,0,0,False,,,,,99.0,115.0
2,"{'id': 46244945, 'resource_state': 1}",Night Walk,2091.2,1600,1676,2.6,Walk,Walk,9654884239,2023-08-12T21:15:18Z,2023-08-12T23:15:18Z,(GMT+01:00) Europe/Warsaw,7200.0,,,,0,0,0,1,0,"{'id': 'a9654884239', 'summary_polyline': 'sxtbIwonpBVlF?VA_@GNAb@Hn@Xp@A^BHEHMFCT^lA^|ANfABCBPFNLd@BXEP?|@YVEAKFUZGBU@GDG@UCIHCHR~BEFQHUEe@VMLGL_@ZKTWPQDq@n@[Nc@Xu@lAMFE@IEE@[Tg@Pi@ZAF]`@EP?FDL@JB@EBC?AC?DFtAAXDVE?GPE?IFGPCd@HjBEfADj@?`CFzB?`CD`BAhAD|@?^DTGXBT?tAH|BAx@Fj@Ah@@j@BPANJtBB~ADp@AhCCP@PDVAJFtAA\\BTBn@AjANhABb@AXB\\AN@LDJ^@VGRC\\BDCD@DHHEPBb@KBBF@j@?LGT?JCH@LETDr@AHBL?JFLCFBz@OR@PGNBPAFBFCJBZENBJAR@PA@C\\LBFHL?RCFQ@GDATQDZUVK', 'resource_state': 2}",False,False,False,False,everyone,False,,"[53.03194167, 18.59340833]","[53.030485, 18.57263167]",1.307,7.473,54.9,True,False,True,68.2,65.4,10351634262.0,10351634262,2023-08-15_19-28-23_08ac1f3b-7d04-45b4-bb59-49f611e9da7f.tcx,False,0,0,False,,,,,100.2,118.0
2,"{'id': 46244945, 'resource_state': 1}",Night Ride,19441.2,6605,11251,36.8,Ride,Ride,9632181937,2023-08-08T20:18:42Z,2023-08-08T22:18:42Z,(GMT+01:00) Europe/Warsaw,7200.0,,,,12,0,0,1,0,"{'id': 'a9632181937', 'summary_polyline': 'ujr}Heku~BRLEvA]SUeAYOx@eBp@]`AkAZM`Ap@kAaAHeBKeAa@_AsAuACa@CNPR?{AFg@RSyHeEeGcCk@q@fEkXpBoOd@sAEr@m@bDNrA^}CUoAp@cDjAuDQMEg@a@G}B{EODk@o@_AuBuD}FmEsJCSXSdCAQm@GsB@rAKj@wBP_Ad@z@PVk@fC@OoBRcChCeC~BmA|@gAfa@wJvA{@~Bq@pPaD?k@d@cCDuAKqAe@MZ[z@PUAuAs@Mv@R`AKIPg@HDa@ZDSXA?qARy@vABSe@C_@pBqPNYj@?\\_Bb@aJp@}Fe@w@]eAb@eB^TDXDY?p@@q@PO`B|@nQzNvDrDVE\\eBhAdAIy@ZaDv@_FT@@kAt@mGhHke@MwI[oGDkDNuAhCuIzDeNdBwELyAjBiFp@eD~@qAdAgD^S@yBlDi@qCb@MOdKs\\p@{@Y}Aq@q@P{XXcGIo@t@mDjDoW@aCj@sArAiLd@uBr@gJPq@CHr@FJkETcArBoBjEiBrAcA~AcB`BmCHk@k@u@?a@rA_C`F{OV{CPEJe@YTFFGONPU?BNHMWFFKIILi@H\\WIXH@XIIPc@KFZOCR[?M`@Ne@@h@GIVHMc@CP\\@QK@@W?J@CXHi@SL?PRGALMGBUHBGd@Ty@A~@Hq@g@XXi@MXV_@i@dAAL\\cAa@z@Fy@Gj@`@u@YL@b@YLv@q@MdACWRIIZMGZk@EOlAy@fDiKnDePG{Cq@}Gw@[UyBlAyIr@Mz@bAl@@`AYf@gAtAkL\\mOpL[bBj@dBD`D{@jFg@d@iAJcAG{Be@eBAiCl@a@zBGx@q@AeCvGkIbFeJ|D}Il@q@h@yAnAqBh@gBhBwCnNwYpTgb@jBwErFuKhDuFbEkEv@U`@gAbCoCdAoB|BoCxC{BtE}FbEgErGmF|@_@nEuEXw@nJmIpAuBp@_@fBaClAeAz@WtBuCf@I|@{@rEsG|@@t@g@fAM~EiFt@a@vB}CdCkBOgCu@_D[{DSw@Hi@\\WHa@MwCs@_EAo@m@uC[k@m@_DCg@tGuErAo@a@oA?ZWUSgDMMAmAa@\\ISUB}@`A_@AOc@i@UE_AEH\\ZKI?^kASuAf@H`BZO`@Vd@|@Ed@j@nAOj@f@nC{@p@?r@ITaB`A]f@', 'resource_state': 2}",False,False,False,False,everyone,False,,"[52.20027333, 20.92227333]","[52.13025, 21.074805]",2.943,15.96,,True,False,True,114.6,94.8,10327715235.0,10327715235,2023-08-12_12-15-09_6172249d-9182-4f10-8ea0-492598163ec7.tcx,False,1,0,False,,42.5,280.9,False,105.2,142.0
2,"{'id': 46244945, 'resource_state': 1}",Evening Ride,6956.0,2205,4579,16.8,Ride,Ride,9632180962,2023-08-08T18:27:06Z,2023-08-08T20:27:06Z,(GMT+01:00) Europe/Warsaw,7200.0,,,,0,0,0,1,0,"{'id': 'a9632180962', 'summary_polyline': 'uhm}Hqxx~BJGC??GIIGYOOOGq@UQCE?QFOPGZ[pCIjA}@pIOdAqAtL[xBs@xGEHEDM@UGuAOc@Ky@IiD@g@Cg@@cBVyBn@qANuB\\eALaB\\}ARq@Vm@H]@{@E}A_@[MGAIBGJEZM`Bm@vFABG?o@]GTQvAa@~DMv@YlCOdBIlAMh@Gj@g@hEQrBKNMB_B{@cA[I@KJ@ZRjAv@~C~@tFhAvHd@fCJbAh@rCLrAnAhIXjABTFNJNBNDdACNEJUBWCi@UMKG?ABfARl@@LHJPPr@TrAJfAAXQe@CYDCCQ@BKUCSBE?EEGAEDBDHFp@H^D^AJAEABB?DEDFDZARD?VzA?RCHABGAg@SE?ACq@UUORBNHHARJNN@?BEA@G?OECECB@@C?BCAAZN\\NHADE@KEEI@JX?Lk@]mAi@g@Qy@g@cCgAc@]i@Q{@c@eBgAg@Q[BOJGHIVI~@MtCMh@i@tAId@?ZHh@~@nDB\\APMVG@CI@[CCOy@?OHMIe@@GZbB?FE?Ig@CCgBfACDBLAYJj@?HYoACQ?GNj@F?B@Jh@JHI[Gc@}AuIa@uAQ]w@u@QKoD_AO@IFg@r@MHKCOWIeDV}@XoD^_A?OCGSMg@Ui@[qCaA}CyAiCaAoBeAcBi@_@YiAg@OK{@a@mAm@m@a@_Aa@EGEM?QXkBTkBDu@Jk@XmCASMQKGoAWmAAOEe@a@KOKYGGC?QLQBIFMXIHQ`@i@bBU|@a@jCIx@y@hFIn@CEBGCS@kAZiBNiA?a@GKSQiAe@_@Q[K[OWGEOBy@AMBQAQCOW]_@Yc@YQSIDUd@_@f@S\\KHWHSLm@nA@LNNFd@DJRTXTDADGTwA@HC@AIBA?LE?@??GGTPICFe@EEDQOFA@EAGHDL?R^?A@@GHFOJD?@?GKQ?E@?ADDA?FEGBGC@AE?D@AFJ?CC@?EB??HC@BOABGA@FEA?CJBAC?BECBBABBC', 'resource_state': 2}",False,False,False,False,everyone,False,,"[52.17435667, 20.939775]","[52.19997, 20.9222]",3.155,9.48,,True,False,True,111.9,103.7,10327714631.0,10327714631,2023-08-12_12-15-05_5bf6532e-d483-4193-93cc-9e883985f5dd.tcx,False,0,0,False,,37.6,82.9,False,102.4,126.0
2,"{'id': 46244945, 'resource_state': 1}",Evening Ride,14827.8,4060,5086,36.4,Ride,Ride,9632180724,2023-08-08T16:30:04Z,2023-08-08T18:30:04Z,(GMT+01:00) Europe/Warsaw,7200.0,,,,5,0,0,1,0,"{'id': 'a9632180724', 'summary_polyline': '}ld}Hm|r_Cx@bDNb@LtAC~AMl@[\\Aj@NpB`@hCLlFZ\\BJEP{BhBy@`A}FdFmBpB_ANyBtBqAdA_C~Bk@z@{@j@w@t@a@p@?NHJo@JeC|AY^]T_@j@mBfBk@t@YX_@LCDBBq@r@}@l@eD`DOPKj@q@d@kDhDkBzAa@NkIzHKLKZFx@GJmBnBg@r@}B|By@t@s@z@g@~@e@JQ\\s@VWZWp@UZaABQHm@t@Oj@U`@e@La@VoB|BwAlBeAlB_@dAmCvDw@|ABLIP?`@`@v@CDFEOEJBIBL?SAR@QPEGDCAI@JNDKHM_@JBWv@B`@r@t@Tt@f@z@Rt@Zt@L`AJfBl@hENp@FHpBa@HNL`AtCm@NPPbBMTcBn@MPOl@OLk@FKLGbABd@M^GrA@fAGPa@XENf@|DBl@x@rG?TMd@FCL^Jf@?\\c@r@iA~@eBhB{B|CiAbBy@hBgApB{@lBG~@I\\OZ[T]|@w@|CcBhIk@rDChBSpBc@lCEzAm@`Fo@hDg@hFYvAs@bHQpAGvAy@dHEv@[hACzB[b@Mf@wAvIMxAQNBBi@KOLo@rF]jB}@dK@t@G^kAfP[hCAbA[tDOn@[Vc@n@gBhBy@fA]p@a@pA_@tCGPKDLA_@PFOTACLQDQUJL@FCGHERAFFC~CDj@HPpAXXd@FXD}@JKC?b@TLXGl@BFE@?ISxCGlD?bAL\\?b@QdIAbDOxD@f@IUKp@@~@KjAOz@_@tLA~Aj@v]GbAU|@]d@a@Tg@Be@Mm@m@Oc@QuAKOOCyDf@mE@_ANaUlAwI`AsCLsATi@RmBPoAMiFJaFIoAB{@PkKOKE]]_Bc@UDi@`@sD~Eq@f@uKr@sAB_@ACIEd@k@r@aBzFuBvG}A`GkAfDOXBhB_@XgA~CgA~Ao@bDgBfFIb@Ev@mBnFYnA}AvEaAxDU\\M`@kApEQ~@OfCJfGJbACEJfIFl@?^[nBo@tCoAtJsA~H}BdP[|A[~BGfAc@|CBTtAnAl@hAvCbDd@^Xd@jBtBJVWb@Mn@LZpPvQnA`BbC`CT^tC`DtBzBh@b@lA|ALp@bAxAXTX@BHMdAJo@TMLFjBrBzArAv@hA`BjBd@`AA\\[vB?z@Dp@Cv@PPfA`@F`@H@ACFA?W', 'resource_state': 2}",False,False,False,False,everyone,False,,"[52.12895833, 21.07351667]","[52.174205, 20.93988167]",3.652,7.46,,True,False,True,110.5,98.2,10327714239.0,10327714239,2023-08-12_12-15-01_23bfe54f-f7f2-4806-a1c4-bab78cd29731.tcx,False,1,0,False,,40.8,165.8,False,113.7,139.0
2,"{'id': 46244945, 'resource_state': 1}",Night Walk,7874.2,4245,5731,52.7,Walk,Walk,9590290590,2023-08-05T20:10:43Z,2023-08-05T22:10:43Z,(GMT+01:00) Europe/Warsaw,7200.0,,,,0,0,0,1,0,"{'id': 'a9590290590', 'summary_polyline': 'ofw}Hizq_CMk@@TOd@BXMf@ATMFa@e@MIMHAJOZIZD^GN@DYh@G\\Sx@M~@K^DFI\\C\\ONCJW|@Q`AUp@k@rA{@jAa@~@MFMI]L_@^KFECSXKAMT@GASI?@CBAAAE?EBAHQJ]He@X?DBA?BDGe@VED?DBDP?FIAWIOMIGQ?u@I_AZCABB@ABECVrAhBpIrA`GrDtTLjA\\`FtA|JbDhWhB`PnEb_@r@nDdBbG\\zA`ApDd@lBJ~@OIDVb@dBz@xEbC|NbCjPzAhIz@~F~@tFjBnMJz@eAoHmAmFLPB??DIa@S]EBSb@RzAJNVKD?DFXMB?@FPMJ@JKz@WR?DFNKXAFFJIRE\\CHMR@\\Iv@A|Be@lAa@nA?`AOH@TK`@ATICIGDBC@?A?AHCIC@HETBFJJIh@SDFHIXK^?x@K|@YN?BJPCDDAFEXGNFVTn@@HAh@CCCc@@DC??C@DC?F`@Ap@ACLt@M\\@^Lv@DzIIX?LHJADUKFJ@AAGGIC@DBFbATb@CBBJ?FILG@CIGFMv@OTKx@BFGXGLBLZZTBPHDGLALLBLHH@JLX?`@EADNE@@L?CIC?EB@bBk@E@GIE@CF?LC?FB?IK@CICAB?@HEDEEDEAGVa@DYHECG@?BBCHe@EOBE@?FB@AIQXHADWFE@SBoAESAQCKB]COJKh@eAbA{AP_@BQRMNYPSDQC]@ES}@Iu@O_AEy@[iAOeA_@wBEg@j@Oh@C`@@x@OnA?XKF@J_@T]VKx@{@\\EFOJOrBgBB@@SFMRCZMDG?MA@FKp@ST]nA{@BMOk@I@Y`@_Av@MFSTUb@MFEJCA?KF?@ICEBFBAC@@A?DTQVYr@i@GE@BACEH@GC??BB?@LIKK@WNGJKHIXQTGI?MDC@JFEEWEEADBPBEAOFJFAAQCBECCF@GC??JLBABK?Pd@C?ESAODGKKAQHNACCT@FSTBGHEHDBDDAAB@AC?GK@BC@AAH@QC@BLKADE@@ACCFAE@BECDB@@FIGABLI@JSCGOBFWSk@CAT@w@BLNT\\XvAz@w@a@EI`@FBL@UQFEMC?HASI@AUBJJXBKYLVMCJIDTHLB?AB[m@PZM[EC?SFG@DCD?FCA?GKFNCEREACFHI?IH}CI|C@HK^@FD]EZBe@CZ?c@?XNFBH@AAIGB', 'resource_state': 2}",False,False,False,False,everyone,False,,"[52.22520522773266, 21.068058125674725]","[52.20983692444861, 21.02851364761591]",1.855,15.38,57.4,False,False,False,114.1,82.3,10283478570.0,10283478570,064c5d6b-455a-4a3e-b7d8-f97ce62a4241-activity.fit,False,0,0,False,,,,,,
